"VOYAGE_SHIPMENT_ID";"VOYAGE_ID";"SHIPMENT_ID"
"191a75fe-7f9c-4788-892e-534a44da6935";"0040617e-243a-4379-93a7-bc7b4241dd9d";"80e8ce8b-2386-4766-b18f-0f22e7c50181"
"f7660cb0-1a07-49c8-b20f-6d0ae58b4f64";"005c0c75-b0dc-4891-b2b6-59f6a51e2873";"a4fc5b64-3ea9-4090-9947-8a8e804bc4a1"
"fcaf4b2c-15da-444a-9c6b-1293a1ef704a";"005c0c75-b0dc-4891-b2b6-59f6a51e2873";"f4d150dd-19f0-4925-bc8d-30fd99469cb8"
"004af120-2416-400f-9b46-18566966ccb6";"00694291-3cae-47dd-8b15-a6ff6f067a15";"b6c0e7ec-db94-437d-b630-cde9f8ac0e2f"
"68e002c9-5167-4889-9a15-460403cebccd";"006c814d-1775-489d-807c-3734dfa91bb2";"ab1c00f9-eadd-40d5-89fc-ef5577369ce5"
"d21c077f-d761-4832-83c4-8fbfad2a0ee8";"006c814d-1775-489d-807c-3734dfa91bb2";"3c218459-282b-44df-afe5-441acf8a33ac"
"e3864315-5ffd-4aa3-96d1-e8ee115ae9bd";"006c814d-1775-489d-807c-3734dfa91bb2";"7fba2320-caee-43e8-a714-7f5b3c7995f4"
"6e5963f3-a777-4cfc-bd87-2dbc0989cb95";"009d8416-1d67-42ee-9cfe-14d48b5b2785";"9c626edb-7fe6-4c07-884d-28371b32f07f"
"72bae74b-ed29-4967-9998-2b4cb50160b5";"009d8416-1d67-42ee-9cfe-14d48b5b2785";"d58092db-4841-494b-ae21-da8a79b72a6a"
"0db835f1-3e0e-4fb2-9705-916be044bc21";"00c52be3-2ea7-440b-bfd2-7786a9d76f1f";"a58e7a4d-baac-4c84-9fc5-7e8b73e68c91"
"cf52c609-9027-4bbd-90e9-2726ac5db5c2";"00c52be3-2ea7-440b-bfd2-7786a9d76f1f";"c17a0af5-386d-465d-b22a-94cbf04c888a"
"de47b87d-5194-4b06-ab95-02672ca7bbbe";"00c52be3-2ea7-440b-bfd2-7786a9d76f1f";"2d122227-b387-458f-9fa7-19e6822591ac"
"e792c16c-116c-40c3-a373-db9767ebdca2";"00c52be3-2ea7-440b-bfd2-7786a9d76f1f";"bd0f6089-dce4-4ac6-8752-d96de7519059"
"a4e889b4-e7b0-423d-8e7a-a98522c59e61";"00cd3b0e-df0b-45ee-a999-cf49145f9c06";"b6c0e7ec-db94-437d-b630-cde9f8ac0e2f"
"cc6a9b23-f095-4e53-8871-daed7c74049e";"00cd3b0e-df0b-45ee-a999-cf49145f9c06";"0a927979-b355-437f-a87e-021d2484f91f"
"c860884d-a698-4879-9a87-65c3e6a17123";"0146028a-f012-44c6-ac05-a1d9cf098ced";"5ae37a5c-9a8a-4209-a6af-6941e45de425"
"ebe80fcc-c332-4922-a75e-4691040f0ab4";"0146028a-f012-44c6-ac05-a1d9cf098ced";"bd7ef3ac-b050-448e-8a7b-d087452bdd99"
"14cd1a7b-3a5a-4cc3-b321-aa475184fad7";"01827810-6133-45f6-aa72-68d58b508bf0";"c3d7450d-4470-4198-814f-da4f8e20fbef"
"201df323-fd75-4507-a15f-bc405e46be52";"01827810-6133-45f6-aa72-68d58b508bf0";"8ac7fdbe-5dce-4566-ac97-ba2241510d4a"
"8fd2457b-39a6-43ac-95c7-3b6cbfb98a05";"01827810-6133-45f6-aa72-68d58b508bf0";"621333e8-b8f3-4b11-be90-63f740feaccb"
"b216fe04-9a84-4131-896e-54a5d0441c1a";"0198d425-5561-4f28-9bba-835f4e5c80c2";"a74d802d-48d5-4a9b-ba44-8ad7aeb822db"
"bbfd6c74-aaca-48b8-91cf-f83906256f32";"01bfa6c0-aa5a-4533-a53d-10f36e918a30";"17b53f39-5a21-4316-8d96-bc6c886ce3da"
"db7c1d3d-b4fb-453c-a937-466ccea4c3eb";"01bfa6c0-aa5a-4533-a53d-10f36e918a30";"ec4b3181-8f1a-411d-8fc1-b39fb44cf4e6"
"487af42e-e786-4fe5-8d6f-2d342fd349ed";"01c81ea7-6ea1-40af-83b4-bf03bca9477f";"cb192ded-6eac-464e-a624-e5e910cc1b4c"
"e124998c-8ed7-42f9-bc1f-4ff1b0c66964";"01c81ea7-6ea1-40af-83b4-bf03bca9477f";"0a927979-b355-437f-a87e-021d2484f91f"
"e4d3f5ef-a9c2-453f-af74-4fe37f0201f0";"01c81ea7-6ea1-40af-83b4-bf03bca9477f";"e9ef5c70-70ad-4f42-a01a-308f0691db2e"
"e7c56b69-03c8-4de4-b492-18522ac217f2";"01c81ea7-6ea1-40af-83b4-bf03bca9477f";"2f3afd76-2f65-40e9-b7d5-f1c3182c5db0"
"0555f307-a56d-4b5c-929d-4368ee259d9d";"01d17511-822c-480b-a83d-c95af78284f8";"c02ddb1f-c548-4160-a6ed-73ac3c953af0"
"e300f01c-20fa-4778-95f1-69774b8243f9";"01d17511-822c-480b-a83d-c95af78284f8";"f774c13a-a6a9-4f16-9c3f-c026dcba3523"
"14f0cb7f-0d7d-4ac6-90a8-6ba6f9e327a8";"01ee693f-64a4-4d1c-bbef-40f5d9865804";"6955bf76-5da4-4860-bbf9-91b07d1fa95a"
"3005c193-bc5e-4f18-b5c8-9b8e834508d8";"01ee693f-64a4-4d1c-bbef-40f5d9865804";"b44664c7-bc43-48ca-ba8c-8a4f873665cd"
"aa1d61cf-3171-4ac2-9704-3f085f7eb17a";"027dffb3-b8a2-440c-813d-a19559eecd1f";"46da249f-3165-4e6e-bf1b-062ebfa0d351"
"f2f20a14-5a32-4091-93a5-2fcfaaee6e7b";"027dffb3-b8a2-440c-813d-a19559eecd1f";"58edd113-9fb8-4dc5-bbfb-b69d3a6ec347"
"fa633e7d-5aa1-4843-b216-ae754b777524";"027dffb3-b8a2-440c-813d-a19559eecd1f";"8d25652f-35e6-4661-92f1-99e8d4cd38b8"
"85995300-25dd-4819-aef7-64843e3ac399";"02c9b01d-7be8-4e86-be84-18db3a7301eb";"0d162e88-03d9-4707-b23b-ebe820a1b3a9"
"a1f005d7-9705-46a6-bd20-d4484cdfe0b4";"02c9b01d-7be8-4e86-be84-18db3a7301eb";"fb062346-f5bd-4c89-a80b-885a9ee0de03"
"f734089f-7dfa-4f02-b85c-c102b4512614";"030cb19c-f64a-4f72-ad89-374c8c32022d";"1144ab45-1354-4245-971c-66514694bdc8"
"24d5adfd-50a1-4be5-946f-64663e7c57ef";"03316417-6e7e-4cc0-8864-6422a221eba9";"5ce2b608-37c3-45fc-b23b-ca5ea2c33cf2"
"948752cc-dbef-432e-b0e6-33609b3bad16";"03316417-6e7e-4cc0-8864-6422a221eba9";"387b1d8e-366e-4496-833d-01d0995ad880"
"3d80aae8-b0ec-4b1b-9b13-4ded5097a1ee";"0336afe4-f147-48b2-8601-01a2ce86ede6";"83a4f2af-0ce9-498a-a5cd-d7271d67ca69"
"3dfca7ff-5c13-4838-858c-79145a82c8d9";"0336afe4-f147-48b2-8601-01a2ce86ede6";"cb192ded-6eac-464e-a624-e5e910cc1b4c"
"4f2333cf-cf0d-42c7-870d-03b1a477955c";"0336afe4-f147-48b2-8601-01a2ce86ede6";"af86eb1c-1b1b-4765-895f-820f97c0f076"
"980676a2-44a6-4772-9057-aa440993b5d9";"0336afe4-f147-48b2-8601-01a2ce86ede6";"04a497b2-86b4-41dc-abc3-d1cf32261706"
"eca277df-cdc2-4c2c-a46d-96692d6e6da9";"0336afe4-f147-48b2-8601-01a2ce86ede6";"71d014b7-aeb8-4f24-8507-0e367eaf32c5"
"17aea7e0-8503-43a7-a714-f4c11e03065d";"03383e68-d3f0-4c33-8748-47b24da0aed1";"9eb671c5-a7ee-40c3-8786-9a53a57b0b85"
"5d154f46-c95a-4b2b-9607-4076d48c4900";"03383e68-d3f0-4c33-8748-47b24da0aed1";"e6bae315-3304-4d83-ac98-2b4c6ee57d17"
"67094cd3-c8ac-4b86-9800-e257ddb6d348";"03383e68-d3f0-4c33-8748-47b24da0aed1";"005d3938-8714-40a4-92c4-e767fdaacbe9"
"c175b47f-d0d5-4ae5-aa3b-c1692a161d0f";"03383e68-d3f0-4c33-8748-47b24da0aed1";"cb95c397-ae1c-4c4c-a2f2-b6494141cf46"
"53cffd1d-535c-4994-bc6a-206893db23f9";"035d5213-1d35-4531-b782-e25854142ec2";"752f3d5f-3ef4-4f15-8cf0-c060679f1f83"
"5901cbbb-ae2a-498f-9daf-9f08025a06a5";"035d5213-1d35-4531-b782-e25854142ec2";"ed2e6b54-248e-4b0a-b567-b2d0b136dbd8"
"5d72ffdf-c7c5-4cbe-8f0b-f4619db701cd";"035d5213-1d35-4531-b782-e25854142ec2";"d3732423-1e10-4c20-a6fb-93ad55b4bb1e"
"67f64221-a472-484a-9db3-cd6497f880f0";"0374579f-bf60-431a-86c7-f388db14f158";"ce14661f-ab49-4f06-9eff-808665dc4110"
"83ff7ec4-86ad-4b33-bb7e-e47a394a00f1";"0374579f-bf60-431a-86c7-f388db14f158";"f29eb004-69ac-4316-bdbe-833be8262768"
"b5b4dfec-3b72-4531-94eb-120525fa9b49";"0374579f-bf60-431a-86c7-f388db14f158";"2679a33e-f11e-4578-a06c-49b8da4e3c3d"
"fcc91e20-e784-405c-8f7e-2f270e1016ff";"0374579f-bf60-431a-86c7-f388db14f158";"b4e51a64-187f-4cd6-b40b-942e51330293"
"2be226df-c6ac-4b30-903d-e2c4df37bfca";"037a4463-8180-4c07-a408-1b26f09784f0";"83859953-3d41-4693-8971-d4d6eb8baf8f"
"3861f2e5-75fc-48de-83d6-6c288ef4fdf0";"037a4463-8180-4c07-a408-1b26f09784f0";"2fabc5a0-074f-4d2a-8fb0-5ad4fc60b5f7"
"6550f29e-917a-4fb9-a33b-661fc106b43f";"037a4463-8180-4c07-a408-1b26f09784f0";"4aa2067a-793e-4ec3-85cb-20ce313b814d"
"bfdad914-14a1-40bc-a48d-94da67cb7149";"037a4463-8180-4c07-a408-1b26f09784f0";"2679a33e-f11e-4578-a06c-49b8da4e3c3d"
"cb9a8969-75c0-45cb-8890-aa1022ece958";"037a4463-8180-4c07-a408-1b26f09784f0";"0747a91a-f78e-42fa-a2c8-64f8d9efa62b"
"13135828-db8c-428a-be6a-e5891c6d7a10";"03beeefe-c638-4806-9178-3cc117833d49";"c02ddb1f-c548-4160-a6ed-73ac3c953af0"
"1de5822a-08cd-4fec-8014-3368a239796b";"03beeefe-c638-4806-9178-3cc117833d49";"e086100d-4dff-4ee3-bbbd-e6829cda574e"
"2121b655-721b-499b-b7fa-a48fc6f4a192";"03beeefe-c638-4806-9178-3cc117833d49";"85e7f5b1-453e-4624-83be-8ebbc418532b"
"be329428-3876-43bc-b8df-93b51e5cb706";"03beeefe-c638-4806-9178-3cc117833d49";"83a4f2af-0ce9-498a-a5cd-d7271d67ca69"
"11269e62-2d0f-4139-9786-751b81fb02c6";"03cf63b0-3361-4f43-86ed-db3446b4a02a";"2c9b4b72-ef72-4ba6-9e66-bbccb5b59b1a"
"df952825-054a-48e9-bef7-3360f7e23b23";"03cf63b0-3361-4f43-86ed-db3446b4a02a";"20c7e1a7-cfa5-41eb-88c2-0276d8f24ecc"
"d9b244b7-d38e-4071-b103-6d123e334e68";"03dab928-3f36-46ab-a3d7-7c29575ddc68";"f8b31226-037d-4443-ad24-6d2a3720e95d"
"e3776ddb-941d-4300-8659-6f34104d2a89";"03dab928-3f36-46ab-a3d7-7c29575ddc68";"7d4fdcbf-57d7-4097-9286-085ec7a5f670"
"5a02d5b7-b91d-4828-b426-e343d55eb950";"03f25c92-b303-42e7-b032-00af1c7c7a16";"b6ff61f6-799a-4ff0-94a4-685feeb5ae36"
"9aaa0486-d9fa-4816-a01e-179a53f2c57b";"03f25c92-b303-42e7-b032-00af1c7c7a16";"b7575c2d-1754-48d4-ae78-fd698a449963"
"da1acb4d-1740-4d1a-9343-4feb05f7b3c6";"03f25c92-b303-42e7-b032-00af1c7c7a16";"be537038-88f3-4581-9545-9b5ad92d82f6"
"66858d9d-cd79-46f1-95f6-f980392b72ea";"043d5477-a4da-4a46-b176-b061b760bb08";"b4daccd1-965c-4f0f-8671-7577ef39ee4b"
"8e3029e5-8c59-4f5d-9b50-1928fd751e48";"043d5477-a4da-4a46-b176-b061b760bb08";"53f8c115-f4ab-4fd7-b63b-518378629449"
"7d24188c-c395-4e8d-ba21-50fa3f39f7ac";"0480483f-eb40-4bd2-b8ed-298d10f7dd97";"498973e8-0661-48e7-bb5d-f5928de338be"
"934d29ad-3b4f-48bc-bd00-2ad18c9b124c";"0480483f-eb40-4bd2-b8ed-298d10f7dd97";"1b96c627-565d-4b07-a39c-9c6084a92cd7"
"9ee8d31c-1bc3-48e4-95c6-a17413cf269e";"0480483f-eb40-4bd2-b8ed-298d10f7dd97";"9c442da2-2a89-4d08-a926-7ef72514ef71"
"a9044e40-60a8-4645-a3c8-64d70fcee557";"0480483f-eb40-4bd2-b8ed-298d10f7dd97";"58dd88bc-e52c-477a-ae88-a10945fc471a"
"c9fb349b-5292-4ce0-bf7f-f45105cab496";"0480483f-eb40-4bd2-b8ed-298d10f7dd97";"1b96c627-565d-4b07-a39c-9c6084a92cd7"
"ff4ed617-2853-4bfa-955d-52745da7dd02";"0480483f-eb40-4bd2-b8ed-298d10f7dd97";"2a73fa9f-50bc-4b6c-9ff3-619750b656be"
"1c7b8da8-727a-46ea-a9e9-96c6ba1b4fe1";"0490148e-4b6a-4b18-b17e-5ad04d786f60";"72498fed-3b0b-482b-8fc3-573d69b0ec15"
